order_id,order_date,hub,courier_partner,distance_km,order_value_inr,promised_delivery_date,actual_delivery_date,delay_days,is_late,order_weekday,order_month
ORD101930,2024-12-14,Hub_D_Kolkata,SwiftGo,237.2,1563.76,2024-12-17,2024-12-16,-1,0,Saturday,December
ORD101931,2024-06-18,Hub_B_Bangalore,QuickDrop,63.9,941.98,2024-06-21,2024-06-21,0,0,Tuesday,June
ORD101932,2024-04-03,Hub_E_Chennai,ExpressLine,138.0,1266.88,2024-04-06,2024-04-06,0,0,Wednesday,April
ORD101933,2024-12-14,Hub_E_Chennai,SwiftGo,479.9,1317.16,2024-12-18,2024-12-19,1,1,Saturday,December
ORD101934,2024-12-28,Hub_E_Chennai,QuickDrop,498.9,577.79,2025-01-01,2024-12-31,-1,0,Saturday,December
ORD101935,2024-03-16,Hub_E_Chennai,QuickDrop,227.8,662.04,2024-03-19,2024-03-19,0,0,Saturday,March
ORD101936,2024-02-24,Hub_E_Chennai,SwiftGo,498.3,1138.91,2024-02-28,2024-02-29,1,1,Saturday,February
ORD101937,2024-09-10,Hub_C_Delhi,SwiftGo,255.0,282.24,2024-09-13,2024-09-12,-1,0,Tuesday,September
ORD101938,2024-07-30,Hub_D_Kolkata,QuickDrop,131.9,449.06,2024-08-02,2024-08-02,0,0,Tuesday,July
ORD101939,2024-04-04,Hub_D_Kolkata,QuickDrop,151.5,1764.89,2024-04-07,2024-04-09,2,1,Thursday,April
ORD101940,2024-07-26,Hub_E_Chennai,ExpressLine,168.5,941.07,2024-07-29,2024-07-29,0,0,Friday,July
ORD101941,2024-11-02,Hub_D_Kolkata,ExpressLine,181.3,80.35,2024-11-05,2024-11-09,4,1,Saturday,November
ORD101942,2024-04-07,Hub_A_Mumbai,ExpressLine,133.3,623.72,2024-04-10,2024-04-10,0,0,Sunday,April
ORD101943,2024-12-15,Hub_C_Delhi,SwiftGo,234.8,974.51,2024-12-18,2024-12-18,0,0,Sunday,December
ORD101944,2024-03-03,Hub_B_Bangalore,SwiftGo,371.5,594.26,2024-03-06,2024-03-07,1,1,Sunday,March
ORD101945,2024-11-19,Hub_E_Chennai,ExpressLine,225.7,2369.56,2024-11-22,2024-11-23,1,1,Tuesday,November
ORD101946,2024-03-09,Hub_C_Delhi,SpeedX,217.0,2242.32,2024-03-12,2024-03-12,0,0,Saturday,March
ORD101947,2024-05-29,Hub_D_Kolkata,SwiftGo,117.1,1601.07,2024-06-01,2024-06-01,0,0,Wednesday,May
ORD101948,2024-10-17,Hub_B_Bangalore,SwiftGo,394.7,378.54,2024-10-20,2024-10-23,3,1,Thursday,October
ORD101949,2024-11-05,Hub_A_Mumbai,ExpressLine,217.0,3361.41,2024-11-08,2024-11-08,0,0,Tuesday,November
ORD101950,2024-11-11,Hub_D_Kolkata,SpeedX,229.6,170.81,2024-11-14,2024-11-14,0,0,Monday,November
ORD101951,2024-05-26,Hub_A_Mumbai,SpeedX,542.9,484.28,2024-05-30,2024-05-30,0,0,Sunday,May
ORD101952,2024-08-14,Hub_C_Delhi,SwiftGo,91.4,459.59,2024-08-17,2024-08-17,0,0,Wednesday,August
ORD101953,2024-04-30,Hub_B_Bangalore,SpeedX,85.3,538.17,2024-05-03,2024-05-04,1,1,Tuesday,April
ORD101954,2024-06-03,Hub_C_Delhi,SwiftGo,269.4,1212.84,2024-06-06,2024-06-06,0,0,Monday,June
ORD101955,2024-05-30,Hub_D_Kolkata,SpeedX,138.0,1352.37,2024-06-02,2024-06-06,4,1,Thursday,May
ORD101956,2024-01-02,Hub_B_Bangalore,SwiftGo,189.9,338.47,2024-01-05,2024-01-06,1,1,Tuesday,January
ORD101957,2024-12-02,Hub_E_Chennai,SpeedX,287.6,1015.64,2024-12-05,2024-12-05,0,0,Monday,December
ORD101958,2024-02-02,Hub_C_Delhi,SpeedX,46.0,656.93,2024-02-05,2024-02-04,-1,0,Friday,February
ORD101959,2024-03-06,Hub_A_Mumbai,ExpressLine,367.3,1135.76,2024-03-09,2024-03-09,0,0,Wednesday,March
ORD101960,2024-04-19,Hub_D_Kolkata,QuickDrop,177.4,266.22,2024-04-22,2024-04-24,2,1,Friday,April
ORD101961,2024-02-04,Hub_E_Chennai,QuickDrop,24.3,368.49,2024-02-07,2024-02-07,0,0,Sunday,February
ORD101962,2024-07-17,Hub_A_Mumbai,SwiftGo,71.1,1075.52,2024-07-20,2024-07-20,0,0,Wednesday,July
ORD101963,2024-01-10,Hub_E_Chennai,ExpressLine,88.8,1537.99,2024-01-13,2024-01-14,1,1,Wednesday,January
ORD101964,2024-08-12,Hub_A_Mumbai,QuickDrop,90.7,1073.54,2024-08-15,2024-08-15,0,0,Monday,August
ORD101965,2024-02-28,Hub_E_Chennai,SpeedX,145.3,468.35,2024-03-02,2024-03-02,0,0,Wednesday,February
ORD101966,2024-05-24,Hub_B_Bangalore,QuickDrop,102.4,1196.19,2024-05-27,2024-05-27,0,0,Friday,May
ORD101967,2024-06-25,Hub_D_Kolkata,ExpressLine,229.6,1164.87,2024-06-28,2024-06-30,2,1,Tuesday,June
ORD101968,2024-01-26,Hub_A_Mumbai,ExpressLine,511.3,536.2,2024-01-30,2024-01-31,1,1,Friday,January
ORD101969,2024-09-09,Hub_D_Kolkata,ExpressLine,198.3,1291.62,2024-09-12,2024-09-12,0,0,Monday,September
ORD101970,2024-03-18,Hub_E_Chennai,SwiftGo,303.0,1889.08,2024-03-21,2024-03-21,0,0,Monday,March
ORD101971,2024-03-30,Hub_D_Kolkata,ExpressLine,174.6,588.28,2024-04-02,2024-04-02,0,0,Saturday,March
ORD101972,2024-12-21,Hub_A_Mumbai,SwiftGo,99.7,1091.12,2024-12-24,2024-12-24,0,0,Saturday,December
ORD101973,2024-05-08,Hub_B_Bangalore,SwiftGo,29.9,1568.19,2024-05-11,2024-05-14,3,1,Wednesday,May
ORD101974,2024-01-24,Hub_A_Mumbai,QuickDrop,126.2,1475.85,2024-01-27,2024-01-26,-1,0,Wednesday,January
ORD101975,2024-04-05,Hub_D_Kolkata,SpeedX,264.4,400.58,2024-04-08,2024-04-08,0,0,Friday,April
ORD101976,2024-05-07,Hub_B_Bangalore,SwiftGo,53.3,184.96,2024-05-10,2024-05-10,0,0,Tuesday,May
ORD101977,2024-06-29,Hub_D_Kolkata,SpeedX,380.1,148.84,2024-07-02,2024-07-02,0,0,Saturday,June
ORD101978,2024-04-07,Hub_B_Bangalore,SwiftGo,128.6,348.77,2024-04-10,2024-04-10,0,0,Sunday,April
ORD101979,2024-12-29,Hub_C_Delhi,SwiftGo,146.2,837.91,2025-01-01,2025-01-01,0,0,Sunday,December
ORD101980,2024-07-04,Hub_A_Mumbai,QuickDrop,81.4,948.77,2024-07-07,2024-07-07,0,0,Thursday,July
ORD101981,2024-10-07,Hub_A_Mumbai,SwiftGo,193.0,1224.94,2024-10-10,2024-10-14,4,1,Monday,October
ORD101982,2024-07-21,Hub_B_Bangalore,SwiftGo,392.6,901.35,2024-07-24,2024-07-25,1,1,Sunday,July
ORD101983,2024-04-29,Hub_C_Delhi,QuickDrop,446.1,2903.06,2024-05-03,2024-05-02,-1,0,Monday,April
ORD101984,2024-09-26,Hub_D_Kolkata,QuickDrop,188.5,1106.13,2024-09-29,2024-09-29,0,0,Thursday,September
ORD101985,2024-10-31,Hub_C_Delhi,ExpressLine,120.3,1643.23,2024-11-03,2024-11-02,-1,0,Thursday,October
ORD101986,2024-07-30,Hub_B_Bangalore,SwiftGo,20.3,412.36,2024-08-02,2024-08-04,2,1,Tuesday,July
ORD101987,2024-12-05,Hub_E_Chennai,QuickDrop,67.5,943.92,2024-12-08,2024-12-12,4,1,Thursday,December
ORD101988,2024-07-11,Hub_C_Delhi,ExpressLine,372.1,235.06,2024-07-14,2024-07-14,0,0,Thursday,July
ORD101989,2024-11-06,Hub_E_Chennai,ExpressLine,178.2,1732.05,2024-11-09,2024-11-08,-1,0,Wednesday,November
ORD101990,2024-02-08,Hub_B_Bangalore,SwiftGo,69.8,1223.22,2024-02-11,2024-02-15,4,1,Thursday,February
ORD101991,2024-04-16,Hub_E_Chennai,SwiftGo,145.6,593.86,2024-04-19,2024-04-19,0,0,Tuesday,April
ORD101992,2024-04-05,Hub_B_Bangalore,QuickDrop,89.0,957.49,2024-04-08,2024-04-09,1,1,Friday,April
ORD101993,2024-02-10,Hub_C_Delhi,SwiftGo,311.1,1445.61,2024-02-13,2024-02-13,0,0,Saturday,February
ORD101994,2024-07-05,Hub_A_Mumbai,SwiftGo,228.3,394.27,2024-07-08,2024-07-09,1,1,Friday,July
ORD101995,2024-07-17,Hub_C_Delhi,ExpressLine,253.4,1206.07,2024-07-20,2024-07-21,1,1,Wednesday,July
ORD101996,2024-07-12,Hub_A_Mumbai,SwiftGo,105.8,1557.23,2024-07-15,2024-07-15,0,0,Friday,July
ORD101997,2024-04-24,Hub_D_Kolkata,SwiftGo,228.3,617.06,2024-04-27,2024-05-02,5,1,Wednesday,April
ORD101998,2024-12-07,Hub_A_Mumbai,SwiftGo,42.0,444.56,2024-12-10,2024-12-10,0,0,Saturday,December
ORD101999,2024-01-08,Hub_A_Mumbai,ExpressLine,8.2,518.34,2024-01-11,2024-01-11,0,0,Monday,January
ORD102000,2024-11-29,Hub_D_Kolkata,ExpressLine,299.9,915.46,2024-12-02,2024-12-02,0,0,Friday,November
ORD102001,2024-12-21,Hub_E_Chennai,SpeedX,204.8,1180.25,2024-12-24,2024-12-24,0,0,Saturday,December
ORD102002,2024-09-15,Hub_D_Kolkata,SwiftGo,116.0,1066.99,2024-09-18,2024-09-18,0,0,Sunday,September
ORD102003,2024-12-15,Hub_C_Delhi,SpeedX,258.9,146.86,2024-12-18,2024-12-21,3,1,Sunday,December
ORD102004,2024-04-19,Hub_B_Bangalore,QuickDrop,319.1,541.26,2024-04-22,2024-04-21,-1,0,Friday,April
ORD102005,2024-05-14,Hub_D_Kolkata,SpeedX,238.4,384.36,2024-05-17,2024-05-20,3,1,Tuesday,May
ORD102006,2024-07-07,Hub_B_Bangalore,SwiftGo,201.0,1190.5,2024-07-10,2024-07-11,1,1,Sunday,July
ORD102007,2024-01-07,Hub_B_Bangalore,SwiftGo,126.0,518.21,2024-01-10,2024-01-11,1,1,Sunday,January
ORD102008,2024-07-17,Hub_B_Bangalore,QuickDrop,303.3,660.88,2024-07-20,2024-07-20,0,0,Wednesday,July
ORD102009,2024-04-28,Hub_A_Mumbai,SpeedX,119.1,761.21,2024-05-01,2024-05-01,0,0,Sunday,April
ORD102010,2024-02-21,Hub_D_Kolkata,ExpressLine,49.0,868.03,2024-02-24,2024-02-24,0,0,Wednesday,February
ORD102011,2024-03-21,Hub_E_Chennai,SpeedX,112.6,1089.75,2024-03-24,2024-03-24,0,0,Thursday,March
ORD102012,2024-06-28,Hub_A_Mumbai,QuickDrop,106.5,515.18,2024-07-01,2024-07-01,0,0,Friday,June
ORD102013,2024-08-12,Hub_B_Bangalore,SpeedX,215.4,1143.83,2024-08-15,2024-08-15,0,0,Monday,August
ORD102014,2024-02-23,Hub_D_Kolkata,SwiftGo,88.3,1588.89,2024-02-26,2024-02-26,0,0,Friday,February
ORD102015,2024-02-16,Hub_E_Chennai,SpeedX,91.9,1790.79,2024-02-19,2024-02-19,0,0,Friday,February
ORD102016,2024-10-18,Hub_C_Delhi,SwiftGo,148.5,2265.37,2024-10-21,2024-10-20,-1,0,Friday,October
ORD102017,2024-07-18,Hub_D_Kolkata,SpeedX,273.6,915.84,2024-07-21,2024-07-21,0,0,Thursday,July
ORD102018,2024-01-21,Hub_C_Delhi,QuickDrop,148.4,120.55,2024-01-24,2024-01-23,-1,0,Sunday,January
ORD102019,2024-08-27,Hub_E_Chennai,ExpressLine,38.5,1081.61,2024-08-30,2024-08-30,0,0,Tuesday,August
ORD102020,2024-12-27,Hub_D_Kolkata,QuickDrop,79.3,1166.32,2024-12-30,2024-12-30,0,0,Friday,December
ORD102021,2024-09-22,Hub_B_Bangalore,QuickDrop,134.3,850.64,2024-09-25,2024-09-25,0,0,Sunday,September
ORD102022,2024-05-19,Hub_E_Chennai,SpeedX,319.1,1395.81,2024-05-22,2024-05-22,0,0,Sunday,May
ORD102023,2024-12-15,Hub_A_Mumbai,QuickDrop,352.0,141.5,2024-12-18,2024-12-19,1,1,Sunday,December
ORD102024,2024-10-30,Hub_B_Bangalore,ExpressLine,118.9,63.63,2024-11-02,2024-11-02,0,0,Wednesday,October
ORD102025,2024-03-17,Hub_E_Chennai,SpeedX,348.2,494.69,2024-03-20,2024-03-20,0,0,Sunday,March
ORD102026,2024-09-30,Hub_A_Mumbai,SwiftGo,146.1,527.16,2024-10-03,2024-10-03,0,0,Monday,September
ORD102027,2024-06-14,Hub_C_Delhi,ExpressLine,144.0,1668.34,2024-06-17,2024-06-19,2,1,Friday,June
ORD102028,2024-12-29,Hub_C_Delhi,SwiftGo,388.6,463.29,2025-01-01,2025-01-01,0,0,Sunday,December
ORD102029,2024-08-25,Hub_D_Kolkata,ExpressLine,272.2,665.1,2024-08-28,2024-09-02,5,1,Sunday,August
ORD102030,2024-09-03,Hub_D_Kolkata,SpeedX,84.8,1784.23,2024-09-06,2024-09-09,3,1,Tuesday,September
ORD102031,2024-06-13,Hub_A_Mumbai,ExpressLine,95.8,1490.82,2024-06-16,2024-06-16,0,0,Thursday,June
ORD102032,2024-02-20,Hub_C_Delhi,SwiftGo,99.3,1177.93,2024-02-23,2024-02-23,0,0,Tuesday,February
ORD102033,2024-10-18,Hub_D_Kolkata,SpeedX,158.8,206.43,2024-10-21,2024-10-21,0,0,Friday,October
ORD102034,2024-10-15,Hub_C_Delhi,QuickDrop,154.6,997.56,2024-10-18,2024-10-18,0,0,Tuesday,October
ORD102035,2024-08-17,Hub_B_Bangalore,ExpressLine,318.4,641.56,2024-08-20,2024-08-20,0,0,Saturday,August
ORD102036,2024-12-08,Hub_D_Kolkata,ExpressLine,274.0,1840.57,2024-12-11,2024-12-15,4,1,Sunday,December
ORD102037,2024-09-03,Hub_B_Bangalore,SpeedX,304.7,259.24,2024-09-06,2024-09-06,0,0,Tuesday,September
ORD102038,2024-07-18,Hub_A_Mumbai,QuickDrop,264.0,394.27,2024-07-21,2024-07-21,0,0,Thursday,July
ORD102039,2024-04-15,Hub_D_Kolkata,SpeedX,91.6,273.41,2024-04-18,2024-04-18,0,0,Monday,April
ORD102040,2024-12-02,Hub_B_Bangalore,SpeedX,66.6,525.53,2024-12-05,2024-12-08,3,1,Monday,December
ORD102041,2024-10-15,Hub_A_Mumbai,SpeedX,174.0,565.24,2024-10-18,2024-10-17,-1,0,Tuesday,October
ORD102042,2024-03-20,Hub_E_Chennai,ExpressLine,83.1,139.21,2024-03-23,2024-03-23,0,0,Wednesday,March
ORD102043,2024-02-11,Hub_D_Kolkata,QuickDrop,269.3,492.18,2024-02-14,2024-02-13,-1,0,Sunday,February
ORD102044,2024-08-16,Hub_B_Bangalore,SpeedX,170.4,1226.62,2024-08-19,2024-08-20,1,1,Friday,August
ORD102045,2024-09-27,Hub_E_Chennai,ExpressLine,83.1,626.77,2024-09-30,2024-09-30,0,0,Friday,September
ORD102046,2024-02-28,Hub_D_Kolkata,QuickDrop,175.9,1666.11,2024-03-02,2024-03-01,-1,0,Wednesday,February
ORD102047,2024-11-12,Hub_D_Kolkata,QuickDrop,108.6,491.11,2024-11-15,2024-11-17,2,1,Tuesday,November
ORD102048,2024-05-20,Hub_B_Bangalore,SwiftGo,89.2,899.54,2024-05-23,2024-05-25,2,1,Monday,May
ORD102049,2024-11-11,Hub_C_Delhi,ExpressLine,165.6,1025.07,2024-11-14,2024-11-14,0,0,Monday,November
ORD102050,2024-12-25,Hub_E_Chennai,ExpressLine,342.9,358.09,2024-12-28,2024-12-29,1,1,Wednesday,December
ORD102051,2024-05-07,Hub_A_Mumbai,SpeedX,269.4,844.39,2024-05-10,2024-05-10,0,0,Tuesday,May
ORD102052,2024-05-07,Hub_E_Chennai,ExpressLine,176.5,1236.76,2024-05-10,2024-05-10,0,0,Tuesday,May
ORD102053,2024-02-17,Hub_E_Chennai,SwiftGo,254.2,2435.01,2024-02-20,2024-02-23,3,1,Saturday,February
ORD102054,2024-09-23,Hub_C_Delhi,SwiftGo,351.8,288.15,2024-09-26,2024-09-26,0,0,Monday,September
ORD102055,2024-02-28,Hub_A_Mumbai,SpeedX,264.5,232.57,2024-03-02,2024-03-02,0,0,Wednesday,February
ORD102056,2024-02-20,Hub_B_Bangalore,QuickDrop,234.7,837.41,2024-02-23,2024-02-23,0,0,Tuesday,February
ORD102057,2024-12-07,Hub_A_Mumbai,ExpressLine,106.0,769.47,2024-12-10,2024-12-10,0,0,Saturday,December
ORD102058,2024-12-07,Hub_B_Bangalore,SwiftGo,290.3,1397.73,2024-12-10,2024-12-10,0,0,Saturday,December
ORD102059,2024-10-05,Hub_E_Chennai,ExpressLine,304.9,263.86,2024-10-08,2024-10-08,0,0,Saturday,October
ORD102060,2024-10-17,Hub_A_Mumbai,ExpressLine,418.4,536.75,2024-10-21,2024-10-20,-1,0,Thursday,October
ORD102061,2024-10-11,Hub_C_Delhi,QuickDrop,26.7,1021.56,2024-10-14,2024-10-14,0,0,Friday,October
ORD102062,2024-03-29,Hub_E_Chennai,SwiftGo,174.7,229.4,2024-04-01,2024-04-01,0,0,Friday,March
ORD102063,2024-11-11,Hub_B_Bangalore,ExpressLine,157.2,2320.59,2024-11-14,2024-11-13,-1,0,Monday,November
ORD102064,2024-10-31,Hub_A_Mumbai,ExpressLine,365.3,1054.89,2024-11-03,2024-11-03,0,0,Thursday,October
ORD102065,2024-01-09,Hub_B_Bangalore,SpeedX,383.6,1577.17,2024-01-12,2024-01-12,0,0,Tuesday,January
ORD102066,2024-12-10,Hub_E_Chennai,SpeedX,279.3,1718.2,2024-12-13,2024-12-13,0,0,Tuesday,December
ORD102067,2024-06-29,Hub_E_Chennai,ExpressLine,50.1,74.14,2024-07-02,2024-07-01,-1,0,Saturday,June
ORD102068,2024-10-09,Hub_C_Delhi,SwiftGo,312.7,1281.94,2024-10-12,2024-10-12,0,0,Wednesday,October
ORD102069,2024-12-14,Hub_E_Chennai,ExpressLine,173.1,223.82,2024-12-17,2024-12-16,-1,0,Saturday,December
ORD102070,2024-04-30,Hub_E_Chennai,SwiftGo,298.9,339.57,2024-05-03,2024-05-06,3,1,Tuesday,April
ORD102071,2024-11-29,Hub_A_Mumbai,ExpressLine,224.5,1891.69,2024-12-02,2024-12-02,0,0,Friday,November
ORD102072,2024-02-01,Hub_C_Delhi,QuickDrop,136.3,707.3,2024-02-04,2024-02-06,2,1,Thursday,February
ORD102073,2024-02-14,Hub_C_Delhi,SpeedX,306.8,253.4,2024-02-17,2024-02-17,0,0,Wednesday,February
ORD102074,2024-07-27,Hub_D_Kolkata,ExpressLine,358.6,718.45,2024-07-30,2024-07-30,0,0,Saturday,July
ORD102075,2024-01-15,Hub_A_Mumbai,ExpressLine,85.3,413.2,2024-01-18,2024-01-18,0,0,Monday,January
ORD102076,2024-10-05,Hub_E_Chennai,QuickDrop,236.4,929.59,2024-10-08,2024-10-11,3,1,Saturday,October
ORD102077,2024-09-21,Hub_D_Kolkata,ExpressLine,232.0,683.44,2024-09-24,2024-09-26,2,1,Saturday,September
ORD102078,2024-11-11,Hub_A_Mumbai,ExpressLine,182.2,142.69,2024-11-14,2024-11-14,0,0,Monday,November
ORD102079,2024-06-14,Hub_C_Delhi,SpeedX,185.9,1418.22,2024-06-17,2024-06-17,0,0,Friday,June
ORD102080,2024-11-01,Hub_B_Bangalore,QuickDrop,238.5,1064.5,2024-11-04,2024-11-06,2,1,Friday,November
ORD102081,2024-05-19,Hub_B_Bangalore,SwiftGo,755.9,749.62,2024-05-23,2024-05-24,1,1,Sunday,May
ORD102082,2024-01-10,Hub_E_Chennai,SpeedX,172.1,1138.34,2024-01-13,2024-01-13,0,0,Wednesday,January
ORD102083,2024-08-20,Hub_E_Chennai,SpeedX,77.8,925.61,2024-08-23,2024-08-23,0,0,Tuesday,August
ORD102084,2024-09-09,Hub_B_Bangalore,QuickDrop,586.3,783.87,2024-09-13,2024-09-16,3,1,Monday,September
ORD102085,2024-11-10,Hub_A_Mumbai,SpeedX,420.1,189.04,2024-11-14,2024-11-14,0,0,Sunday,November
ORD102086,2024-10-15,Hub_E_Chennai,QuickDrop,184.6,648.94,2024-10-18,2024-10-18,0,0,Tuesday,October
ORD102087,2024-08-21,Hub_B_Bangalore,QuickDrop,46.1,151.06,2024-08-24,2024-08-24,0,0,Wednesday,August
ORD102088,2024-12-21,Hub_C_Delhi,ExpressLine,260.1,1353.66,2024-12-24,2024-12-24,0,0,Saturday,December
ORD102089,2024-08-11,Hub_A_Mumbai,SpeedX,210.0,266.61,2024-08-14,2024-08-14,0,0,Sunday,August
ORD102090,2024-07-04,Hub_E_Chennai,ExpressLine,52.7,477.1,2024-07-07,2024-07-07,0,0,Thursday,July
ORD102091,2024-12-21,Hub_D_Kolkata,ExpressLine,241.3,639.32,2024-12-24,2024-12-27,3,1,Saturday,December
ORD102092,2024-12-26,Hub_A_Mumbai,ExpressLine,45.3,527.85,2024-12-29,2024-12-29,0,0,Thursday,December
ORD102093,2024-01-17,Hub_B_Bangalore,SwiftGo,212.9,1208.52,2024-01-20,2024-01-20,0,0,Wednesday,January
ORD102094,2024-10-03,Hub_C_Delhi,SwiftGo,118.4,925.4,2024-10-06,2024-10-07,1,1,Thursday,October
ORD102095,2024-03-12,Hub_C_Delhi,SpeedX,142.2,349.17,2024-03-15,2024-03-15,0,0,Tuesday,March
ORD102096,2024-01-11,Hub_C_Delhi,SpeedX,156.5,1510.28,2024-01-14,2024-01-14,0,0,Thursday,January
ORD102097,2024-02-12,Hub_E_Chennai,ExpressLine,296.7,909.45,2024-02-15,2024-02-15,0,0,Monday,February
ORD102098,2024-04-07,Hub_D_Kolkata,SpeedX,120.3,3412.93,2024-04-10,2024-04-10,0,0,Sunday,April
ORD102099,2024-06-22,Hub_B_Bangalore,SpeedX,153.8,602.7,2024-06-25,2024-06-25,0,0,Saturday,June
ORD102100,2024-02-07,Hub_C_Delhi,SwiftGo,108.1,1057.94,2024-02-10,2024-02-12,2,1,Wednesday,February
ORD102101,2024-08-20,Hub_C_Delhi,SwiftGo,81.2,1191.16,2024-08-23,2024-08-22,-1,0,Tuesday,August
ORD102102,2024-10-13,Hub_D_Kolkata,QuickDrop,64.2,700.24,2024-10-16,2024-10-15,-1,0,Sunday,October
ORD102103,2024-11-05,Hub_D_Kolkata,SpeedX,47.5,1297.25,2024-11-08,2024-11-08,0,0,Tuesday,November
ORD102104,2024-11-07,Hub_B_Bangalore,ExpressLine,76.6,2181.45,2024-11-10,2024-11-10,0,0,Thursday,November
ORD102105,2024-11-27,Hub_B_Bangalore,SwiftGo,235.2,608.04,2024-11-30,2024-12-03,3,1,Wednesday,November
ORD102106,2024-11-20,Hub_E_Chennai,ExpressLine,79.0,640.57,2024-11-23,2024-11-23,0,0,Wednesday,November
ORD102107,2024-07-25,Hub_D_Kolkata,SpeedX,296.3,484.99,2024-07-28,2024-07-28,0,0,Thursday,July
ORD102108,2024-07-22,Hub_B_Bangalore,ExpressLine,504.1,1514.09,2024-07-26,2024-07-28,2,1,Monday,July
ORD102109,2024-09-10,Hub_E_Chennai,QuickDrop,170.1,1496.44,2024-09-13,2024-09-13,0,0,Tuesday,September
ORD102110,2024-03-06,Hub_A_Mumbai,QuickDrop,457.3,1230.02,2024-03-10,2024-03-12,2,1,Wednesday,March
ORD102111,2024-04-08,Hub_E_Chennai,ExpressLine,53.7,2113.55,2024-04-11,2024-04-11,0,0,Monday,April
ORD102112,2024-11-14,Hub_B_Bangalore,SpeedX,106.3,1558.49,2024-11-17,2024-11-17,0,0,Thursday,November
ORD102113,2024-04-21,Hub_C_Delhi,SpeedX,64.4,380.57,2024-04-24,2024-04-25,1,1,Sunday,April
ORD102114,2024-12-30,Hub_C_Delhi,ExpressLine,134.8,521.15,2025-01-02,2025-01-02,0,0,Monday,December
ORD102115,2024-11-04,Hub_D_Kolkata,SpeedX,549.5,1247.95,2024-11-08,2024-11-11,3,1,Monday,November
ORD102116,2024-12-07,Hub_C_Delhi,SpeedX,348.2,3421.06,2024-12-10,2024-12-11,1,1,Saturday,December
ORD102117,2024-06-08,Hub_C_Delhi,QuickDrop,134.0,435.13,2024-06-11,2024-06-11,0,0,Saturday,June
ORD102118,2024-02-21,Hub_C_Delhi,SwiftGo,143.5,585.42,2024-02-24,2024-02-24,0,0,Wednesday,February
ORD102119,2024-01-26,Hub_D_Kolkata,ExpressLine,251.7,40.99,2024-01-29,2024-02-01,3,1,Friday,January
ORD102120,2024-02-18,Hub_C_Delhi,ExpressLine,231.0,320.03,2024-02-21,2024-02-20,-1,0,Sunday,February
ORD102121,2024-06-15,Hub_D_Kolkata,SpeedX,250.7,3280.84,2024-06-18,2024-06-18,0,0,Saturday,June
ORD102122,2024-02-20,Hub_E_Chennai,ExpressLine,259.1,735.4,2024-02-23,2024-02-23,0,0,Tuesday,February
ORD102123,2024-02-29,Hub_E_Chennai,ExpressLine,96.3,463.23,2024-03-03,2024-03-03,0,0,Thursday,February
ORD102124,2024-03-03,Hub_E_Chennai,ExpressLine,482.2,727.77,2024-03-07,2024-03-07,0,0,Sunday,March
ORD102125,2024-05-18,Hub_E_Chennai,SpeedX,46.3,864.93,2024-05-21,2024-05-20,-1,0,Saturday,May
ORD102126,2024-05-21,Hub_A_Mumbai,ExpressLine,73.7,559.15,2024-05-24,2024-05-24,0,0,Tuesday,May
ORD102127,2024-04-01,Hub_B_Bangalore,SpeedX,53.3,2617.51,2024-04-04,2024-04-04,0,0,Monday,April
ORD102128,2024-09-09,Hub_A_Mumbai,ExpressLine,295.6,428.75,2024-09-12,2024-09-12,0,0,Monday,September
ORD102129,2024-08-31,Hub_C_Delhi,ExpressLine,279.1,1497.22,2024-09-03,2024-09-03,0,0,Saturday,August
ORD102130,2024-04-12,Hub_A_Mumbai,ExpressLine,44.3,520.15,2024-04-15,2024-04-15,0,0,Friday,April
ORD102131,2024-11-26,Hub_D_Kolkata,SpeedX,174.1,233.16,2024-11-29,2024-11-29,0,0,Tuesday,November
ORD102132,2024-12-28,Hub_E_Chennai,SpeedX,136.6,821.04,2024-12-31,2024-12-31,0,0,Saturday,December
ORD102133,2024-04-13,Hub_D_Kolkata,QuickDrop,76.5,418.95,2024-04-16,2024-04-18,2,1,Saturday,April
ORD102134,2024-03-14,Hub_B_Bangalore,ExpressLine,120.9,503.63,2024-03-17,2024-03-18,1,1,Thursday,March
ORD102135,2024-02-20,Hub_A_Mumbai,QuickDrop,70.8,430.65,2024-02-23,2024-02-23,0,0,Tuesday,February
ORD102136,2024-10-08,Hub_A_Mumbai,QuickDrop,437.9,138.3,2024-10-12,2024-10-11,-1,0,Tuesday,October
ORD102137,2024-01-05,Hub_D_Kolkata,SpeedX,288.3,1195.99,2024-01-08,2024-01-08,0,0,Friday,January
ORD102138,2024-02-17,Hub_A_Mumbai,ExpressLine,390.1,41.1,2024-02-20,2024-02-20,0,0,Saturday,February
ORD102139,2024-03-23,Hub_D_Kolkata,SpeedX,374.7,1023.92,2024-03-26,2024-03-25,-1,0,Saturday,March
ORD102140,2024-06-07,Hub_C_Delhi,SpeedX,256.5,931.18,2024-06-10,2024-06-10,0,0,Friday,June
ORD102141,2024-05-12,Hub_E_Chennai,ExpressLine,285.5,526.18,2024-05-15,2024-05-14,-1,0,Sunday,May
ORD102142,2024-10-08,Hub_B_Bangalore,SpeedX,313.5,669.83,2024-10-11,2024-10-11,0,0,Tuesday,October
ORD102143,2024-05-16,Hub_D_Kolkata,QuickDrop,34.0,344.01,2024-05-19,2024-05-23,4,1,Thursday,May
