order_id,order_date,hub,courier_partner,distance_km,order_value_inr,promised_delivery_date,actual_delivery_date,delay_days,is_late,order_weekday,order_month,distance_band,late_risk_score
ORD111817,2024-01-17,Hub_C_Delhi,SwiftGo,65.4,842.28,2024-01-20,2024-01-20,0,0,Wednesday,January,1. Under 100km,0.33672942965151764
ORD109374,2024-01-17,Hub_D_Kolkata,SpeedX,328.0,302.41,2024-01-20,2024-01-24,4,1,Wednesday,January,3. 250-400km,0.3570945720596105
ORD100965,2024-01-17,Hub_C_Delhi,ExpressLine,296.5,949.22,2024-01-20,2024-01-20,0,0,Wednesday,January,3. 250-400km,0.20026971735620205
ORD106548,2024-01-17,Hub_E_Chennai,QuickDrop,201.3,1451.31,2024-01-20,2024-01-20,0,0,Wednesday,January,2. 100-250km,0.18229418007171366
ORD107973,2024-01-17,Hub_C_Delhi,SwiftGo,287.0,558.16,2024-01-20,2024-01-22,2,1,Wednesday,January,3. 250-400km,0.39022571895457275
ORD106884,2024-01-17,Hub_C_Delhi,ExpressLine,197.7,310.52,2024-01-20,2024-01-20,0,0,Wednesday,January,2. 100-250km,0.18424598691392174
ORD105281,2024-01-17,Hub_C_Delhi,QuickDrop,173.2,2296.67,2024-01-20,2024-01-20,0,0,Wednesday,January,2. 100-250km,0.20125831180894654
ORD101764,2024-01-17,Hub_D_Kolkata,SwiftGo,283.3,260.89,2024-01-20,2024-01-23,3,1,Wednesday,January,3. 250-400km,0.6259574125768839
ORD107053,2024-01-17,Hub_D_Kolkata,SpeedX,347.6,335.31,2024-01-20,2024-01-20,0,0,Wednesday,January,3. 250-400km,0.36180976939228976
ORD108986,2024-01-17,Hub_C_Delhi,QuickDrop,236.8,325.39,2024-01-20,2024-01-20,0,0,Wednesday,January,2. 100-250km,0.21215309353124978
ORD111875,2024-01-17,Hub_B_Bangalore,ExpressLine,443.6,1873.31,2024-01-21,2024-01-21,0,0,Wednesday,January,4. Over 400km,0.18775809061277174
ORD109031,2024-01-17,Hub_B_Bangalore,SwiftGo,52.9,592.78,2024-01-20,2024-01-20,0,0,Wednesday,January,1. Under 100km,0.28400193552335323
ORD100865,2024-01-17,Hub_D_Kolkata,SwiftGo,158.9,1453.19,2024-01-20,2024-01-20,0,0,Wednesday,January,2. 100-250km,0.5950622754182834
ORD103333,2024-01-17,Hub_D_Kolkata,SpeedX,193.7,610.32,2024-01-20,2024-01-23,3,1,Wednesday,January,2. 100-250km,0.3255632936429582
ORD105857,2024-01-17,Hub_D_Kolkata,QuickDrop,197.4,241.21,2024-01-20,2024-01-20,0,0,Wednesday,January,2. 100-250km,0.40419385637694266
ORD101415,2024-01-17,Hub_B_Bangalore,ExpressLine,530.0,319.86,2024-01-21,2024-01-21,0,0,Wednesday,January,4. Over 400km,0.20191498216108064
ORD107141,2024-01-17,Hub_E_Chennai,ExpressLine,125.5,570.95,2024-01-20,2024-01-20,0,0,Wednesday,January,2. 100-250km,0.15250694465915365
ORD107563,2024-01-17,Hub_E_Chennai,ExpressLine,293.7,693.16,2024-01-20,2024-01-19,-1,0,Wednesday,January,3. 250-400km,0.17663298754059306
ORD110366,2024-01-17,Hub_E_Chennai,SwiftGo,23.0,81.54,2024-01-20,2024-01-20,0,0,Wednesday,January,1. Under 100km,0.2944230786197898
ORD108024,2024-01-17,Hub_A_Mumbai,ExpressLine,260.4,99.62,2024-01-20,2024-01-20,0,0,Wednesday,January,3. 250-400km,0.1549360163613816
ORD105613,2024-01-17,Hub_B_Bangalore,SpeedX,93.1,1080.64,2024-01-20,2024-01-20,0,0,Wednesday,January,1. Under 100km,0.11585231170300268
ORD107840,2024-01-18,Hub_C_Delhi,SwiftGo,137.4,755.47,2024-01-21,2024-01-21,0,0,Thursday,January,2. 100-250km,0.39424233277821646
ORD106384,2024-01-18,Hub_B_Bangalore,SwiftGo,91.3,1282.98,2024-01-21,2024-01-22,1,1,Thursday,January,1. Under 100km,0.3292863666734075
ORD111216,2024-01-18,Hub_C_Delhi,SwiftGo,592.0,1082.63,2024-01-22,2024-01-24,2,1,Thursday,January,4. Over 400km,0.511367196182523
ORD101705,2024-01-18,Hub_B_Bangalore,SpeedX,137.9,605.56,2024-01-21,2024-01-21,0,0,Thursday,January,2. 100-250km,0.14035568422496522
ORD104194,2024-01-18,Hub_E_Chennai,QuickDrop,26.8,428.97,2024-01-21,2024-01-24,3,1,Thursday,January,1. Under 100km,0.18093160863448404
ORD103546,2024-01-18,Hub_C_Delhi,SpeedX,81.7,75.75,2024-01-21,2024-01-21,0,0,Thursday,January,1. Under 100km,0.16282906711622858
ORD102794,2024-01-18,Hub_D_Kolkata,ExpressLine,88.0,490.85,2024-01-21,2024-01-21,0,0,Thursday,January,1. Under 100km,0.3859994280933672
ORD104227,2024-01-18,Hub_B_Bangalore,SpeedX,290.7,263.1,2024-01-21,2024-01-21,0,0,Thursday,January,3. 250-400km,0.16074637456305807
ORD102953,2024-01-18,Hub_C_Delhi,ExpressLine,126.8,717.04,2024-01-21,2024-01-21,0,0,Thursday,January,2. 100-250km,0.19960550606260535
ORD103604,2024-01-18,Hub_C_Delhi,SpeedX,146.4,843.71,2024-01-21,2024-01-21,0,0,Thursday,January,2. 100-250km,0.172255569998658
ORD110480,2024-01-18,Hub_A_Mumbai,ExpressLine,157.1,861.23,2024-01-21,2024-01-21,0,0,Thursday,January,2. 100-250km,0.16366958934231643
ORD109587,2024-01-18,Hub_C_Delhi,QuickDrop,104.8,197.73,2024-01-21,2024-01-20,-1,0,Thursday,January,2. 100-250km,0.21810277374973466
ORD108213,2024-01-18,Hub_C_Delhi,SpeedX,78.6,1048.03,2024-01-21,2024-01-21,0,0,Thursday,January,1. Under 100km,0.16238801575029188
ORD102982,2024-01-18,Hub_D_Kolkata,QuickDrop,167.4,847.72,2024-01-21,2024-01-23,2,1,Thursday,January,2. 100-250km,0.4387573376067273
ORD108184,2024-01-18,Hub_C_Delhi,ExpressLine,32.7,803.18,2024-01-21,2024-01-21,0,0,Thursday,January,1. Under 100km,0.1843600194657927
ORD103707,2024-01-18,Hub_B_Bangalore,SwiftGo,217.2,455.94,2024-01-21,2024-01-21,0,0,Thursday,January,2. 100-250km,0.3589631285831007
ORD105088,2024-01-18,Hub_B_Bangalore,SpeedX,69.6,1763.25,2024-01-21,2024-01-21,0,0,Thursday,January,1. Under 100km,0.13196417782019101
ORD101854,2024-01-18,Hub_E_Chennai,ExpressLine,311.7,923.19,2024-01-21,2024-01-21,0,0,Thursday,January,3. 250-400km,0.20630213670111694
ORD109356,2024-01-18,Hub_E_Chennai,QuickDrop,467.4,908.88,2024-01-22,2024-01-23,1,1,Thursday,January,4. Over 400km,0.25928548213545277
ORD111567,2024-01-18,Hub_D_Kolkata,QuickDrop,215.5,690.91,2024-01-21,2024-01-25,4,1,Thursday,January,2. 100-250km,0.45116880306284374
ORD103218,2024-01-18,Hub_B_Bangalore,ExpressLine,368.6,269.9,2024-01-21,2024-01-21,0,0,Thursday,January,3. 250-400km,0.2026443400164725
ORD110865,2024-01-18,Hub_C_Delhi,QuickDrop,158.3,882.25,2024-01-21,2024-01-22,1,1,Thursday,January,2. 100-250km,0.22778563438204052
ORD101053,2024-01-18,Hub_C_Delhi,ExpressLine,227.6,1258.26,2024-01-21,2024-01-22,1,1,Thursday,January,2. 100-250km,0.2169651536791658
ORD109818,2024-01-18,Hub_E_Chennai,SwiftGo,170.5,392.9,2024-01-21,2024-01-21,0,0,Thursday,January,2. 100-250km,0.3666251557930744
ORD111431,2024-01-18,Hub_B_Bangalore,ExpressLine,78.7,907.4,2024-01-21,2024-01-21,0,0,Thursday,January,1. Under 100km,0.15805764695912577
ORD103123,2024-01-18,Hub_E_Chennai,QuickDrop,73.3,767.79,2024-01-21,2024-01-21,0,0,Thursday,January,1. Under 100km,0.18824370417818595
ORD103503,2024-01-18,Hub_E_Chennai,SpeedX,89.7,446.57,2024-01-21,2024-01-21,0,0,Thursday,January,1. Under 100km,0.14420914667595197
ORD104390,2024-01-18,Hub_A_Mumbai,ExpressLine,292.6,637.24,2024-01-21,2024-01-21,0,0,Thursday,January,3. 250-400km,0.1839823312140033
ORD102732,2024-01-18,Hub_C_Delhi,SwiftGo,423.1,984.8,2024-01-22,2024-01-21,-1,0,Thursday,January,4. Over 400km,0.467296927797134
ORD100838,2024-01-18,Hub_B_Bangalore,ExpressLine,133.9,2247.92,2024-01-21,2024-01-21,0,0,Thursday,January,2. 100-250km,0.16588510340312135
ORD106094,2024-01-18,Hub_D_Kolkata,SwiftGo,41.7,451.81,2024-01-21,2024-01-21,0,0,Thursday,January,1. Under 100km,0.6072185301852012
ORD105284,2024-01-18,Hub_B_Bangalore,ExpressLine,92.0,386.27,2024-01-21,2024-01-21,0,0,Thursday,January,1. Under 100km,0.15991573769711803
ORD102404,2024-01-18,Hub_C_Delhi,SwiftGo,118.9,1316.87,2024-01-21,2024-01-22,1,1,Thursday,January,2. 100-250km,0.38963563926457134
ORD101087,2024-01-18,Hub_A_Mumbai,ExpressLine,264.5,4331.22,2024-01-21,2024-01-21,0,0,Thursday,January,3. 250-400km,0.1796152031404319
ORD110744,2024-01-18,Hub_D_Kolkata,QuickDrop,177.1,695.75,2024-01-21,2024-01-23,2,1,Thursday,January,2. 100-250km,0.4412546251703262
ORD111064,2024-01-18,Hub_A_Mumbai,ExpressLine,214.6,632.53,2024-01-21,2024-01-21,0,0,Thursday,January,2. 100-250km,0.17206035648725698
ORD105360,2024-01-19,Hub_A_Mumbai,SwiftGo,88.8,441.96,2024-01-22,2024-01-22,0,0,Friday,January,1. Under 100km,0.3249789756214411
ORD103648,2024-01-19,Hub_D_Kolkata,ExpressLine,157.5,700.4,2024-01-22,2024-01-25,3,1,Friday,January,2. 100-250km,0.4089856134373717
ORD108460,2024-01-19,Hub_E_Chennai,SpeedX,83.0,2664.8,2024-01-22,2024-01-21,-1,0,Friday,January,1. Under 100km,0.14624266342597333
ORD111762,2024-01-19,Hub_A_Mumbai,ExpressLine,143.5,505.35,2024-01-22,2024-01-23,1,1,Friday,January,2. 100-250km,0.16492897093619707
ORD101069,2024-01-19,Hub_B_Bangalore,SwiftGo,235.8,100.0,2024-01-22,2024-01-25,3,1,Friday,January,2. 100-250km,0.36887390723329777
ORD110996,2024-01-19,Hub_C_Delhi,SwiftGo,367.8,1638.43,2024-01-22,2024-01-22,0,0,Friday,January,3. 250-400km,0.4587446178335618
ORD100869,2024-01-19,Hub_D_Kolkata,ExpressLine,217.4,1676.74,2024-01-22,2024-01-21,-1,0,Friday,January,2. 100-250km,0.4241955403423109
ORD105916,2024-01-19,Hub_D_Kolkata,SpeedX,128.3,893.02,2024-01-22,2024-01-24,2,1,Friday,January,2. 100-250km,0.3543179088176611
ORD110417,2024-01-19,Hub_E_Chennai,ExpressLine,64.2,1001.73,2024-01-22,2024-01-22,0,0,Friday,January,1. Under 100km,0.17043034855935987
ORD104422,2024-01-19,Hub_C_Delhi,ExpressLine,293.9,296.51,2024-01-22,2024-01-25,3,1,Friday,January,3. 250-400km,0.23311867899873137
ORD107686,2024-01-19,Hub_C_Delhi,QuickDrop,541.5,739.43,2024-01-23,2024-01-26,3,1,Friday,January,4. Over 400km,0.31064903619601275
ORD111974,2024-01-19,Hub_B_Bangalore,SpeedX,218.0,1475.03,2024-01-22,2024-01-22,0,0,Friday,January,2. 100-250km,0.15377902382917286
ORD109467,2024-01-19,Hub_A_Mumbai,ExpressLine,168.9,553.84,2024-01-22,2024-01-22,0,0,Friday,January,2. 100-250km,0.16861673770016267
ORD103978,2024-01-19,Hub_E_Chennai,SpeedX,212.4,1540.07,2024-01-22,2024-01-21,-1,0,Friday,January,2. 100-250km,0.16394333932353658
ORD109462,2024-01-19,Hub_C_Delhi,SpeedX,193.0,402.24,2024-01-22,2024-01-26,4,1,Friday,January,2. 100-250km,0.1827758647577504
ORD108488,2024-01-19,Hub_B_Bangalore,QuickDrop,581.9,360.12,2024-01-23,2024-01-23,0,0,Friday,January,4. Over 400km,0.2711872937791229
ORD108841,2024-01-19,Hub_B_Bangalore,SpeedX,304.0,2285.56,2024-01-22,2024-01-22,0,0,Friday,January,3. 250-400km,0.16583936160384422
ORD110351,2024-01-19,Hub_C_Delhi,SpeedX,152.7,18.01,2024-01-22,2024-01-22,0,0,Friday,January,2. 100-250km,0.17657010625472638
ORD110706,2024-01-19,Hub_C_Delhi,SwiftGo,193.0,918.83,2024-01-22,2024-01-24,2,1,Friday,January,2. 100-250km,0.4138582515354502
ORD111342,2024-01-19,Hub_E_Chennai,ExpressLine,199.3,559.26,2024-01-22,2024-01-22,0,0,Friday,January,2. 100-250km,0.1913254678074177
ORD105926,2024-01-19,Hub_A_Mumbai,QuickDrop,365.0,2817.59,2024-01-22,2024-01-22,0,0,Friday,January,3. 250-400km,0.2217365798258027
ORD110016,2024-01-19,Hub_C_Delhi,QuickDrop,235.7,3019.61,2024-01-22,2024-01-22,0,0,Friday,January,2. 100-250km,0.24664188783103874
ORD102641,2024-01-19,Hub_C_Delhi,SwiftGo,87.1,1614.82,2024-01-22,2024-01-23,1,1,Friday,January,1. Under 100km,0.38729706139864867
ORD108291,2024-01-19,Hub_B_Bangalore,QuickDrop,506.5,915.72,2024-01-23,2024-01-22,-1,0,Friday,January,4. Over 400km,0.2558999208181104
ORD107265,2024-01-19,Hub_D_Kolkata,SpeedX,309.5,972.82,2024-01-22,2024-01-22,0,0,Friday,January,3. 250-400km,0.3987238912540814
ORD109680,2024-01-19,Hub_A_Mumbai,SwiftGo,275.8,270.21,2024-01-22,2024-01-22,0,0,Friday,January,3. 250-400km,0.36921276203245357
ORD104181,2024-01-19,Hub_B_Bangalore,SwiftGo,79.7,321.48,2024-01-22,2024-01-22,0,0,Friday,January,1. Under 100km,0.3317783973932811
ORD100810,2024-01-19,Hub_E_Chennai,SwiftGo,77.8,1548.96,2024-01-22,2024-01-22,0,0,Friday,January,1. Under 100km,0.349736358315731
ORD108451,2024-01-19,Hub_C_Delhi,SpeedX,362.7,976.8,2024-01-22,2024-01-22,0,0,Friday,January,3. 250-400km,0.21076157104785112
ORD100150,2024-01-20,Hub_A_Mumbai,SwiftGo,109.8,479.4,2024-01-23,2024-01-23,0,0,Saturday,January,2. 100-250km,0.367187476274039
ORD111011,2024-01-20,Hub_B_Bangalore,ExpressLine,160.0,591.04,2024-01-23,2024-01-23,0,0,Saturday,January,2. 100-250km,0.19786640296943575
ORD111798,2024-01-20,Hub_A_Mumbai,SpeedX,259.1,695.73,2024-01-23,2024-01-23,0,0,Saturday,January,3. 250-400km,0.17683791748567051
ORD102453,2024-01-20,Hub_E_Chennai,QuickDrop,29.2,406.13,2024-01-23,2024-01-23,0,0,Saturday,January,1. Under 100km,0.2109149935378614
ORD106858,2024-01-20,Hub_D_Kolkata,SpeedX,118.8,844.94,2024-01-23,2024-01-25,2,1,Saturday,January,2. 100-250km,0.39047903242981774
ORD105847,2024-01-20,Hub_B_Bangalore,QuickDrop,324.9,1165.51,2024-01-23,2024-01-26,3,1,Saturday,January,3. 250-400km,0.2511675643061203
ORD106554,2024-01-20,Hub_E_Chennai,SpeedX,210.4,1638.38,2024-01-23,2024-01-23,0,0,Saturday,January,2. 100-250km,0.18747129971231455
ORD100943,2024-01-20,Hub_B_Bangalore,SwiftGo,162.2,613.82,2024-01-23,2024-01-23,0,0,Saturday,January,2. 100-250km,0.3895480542446726
ORD108352,2024-01-20,Hub_A_Mumbai,ExpressLine,372.1,1756.93,2024-01-23,2024-01-23,0,0,Saturday,January,3. 250-400km,0.22821666473067906
ORD105019,2024-01-20,Hub_A_Mumbai,QuickDrop,187.1,1322.48,2024-01-23,2024-01-23,0,0,Saturday,January,2. 100-250km,0.21810995236345085
ORD111227,2024-01-20,Hub_E_Chennai,ExpressLine,111.1,2140.8,2024-01-23,2024-01-23,0,0,Saturday,January,2. 100-250km,0.20280781977864384
ORD104219,2024-01-20,Hub_E_Chennai,SwiftGo,364.5,484.32,2024-01-23,2024-01-25,2,1,Saturday,January,3. 250-400km,0.4611040619790515
ORD107844,2024-01-20,Hub_B_Bangalore,SpeedX,269.7,1139.54,2024-01-23,2024-01-23,0,0,Saturday,January,3. 250-400km,0.18444686651653588
ORD101774,2024-01-20,Hub_C_Delhi,QuickDrop,171.7,420.45,2024-01-23,2024-01-23,0,0,Saturday,January,2. 100-250km,0.2652740367196255
ORD102931,2024-01-20,Hub_B_Bangalore,SpeedX,189.5,1039.49,2024-01-23,2024-01-23,0,0,Saturday,January,2. 100-250km,0.1721732764641266
ORD109887,2024-01-20,Hub_D_Kolkata,SwiftGo,484.9,1397.47,2024-01-24,2024-01-27,3,1,Saturday,January,4. Over 400km,0.7477856049333179
ORD111469,2024-01-20,Hub_C_Delhi,SpeedX,173.6,1625.14,2024-01-23,2024-01-23,0,0,Saturday,January,2. 100-250km,0.20535044371466515
ORD104736,2024-01-20,Hub_A_Mumbai,SpeedX,125.1,1650.21,2024-01-23,2024-01-23,0,0,Saturday,January,2. 100-250km,0.15736976110703696
ORD104810,2024-01-20,Hub_D_Kolkata,ExpressLine,326.8,1128.28,2024-01-23,2024-01-27,4,1,Saturday,January,3. 250-400km,0.49336869808753403
ORD103719,2024-01-20,Hub_E_Chennai,ExpressLine,68.5,592.03,2024-01-23,2024-01-23,0,0,Saturday,January,1. Under 100km,0.19570656502300088
ORD104583,2024-01-20,Hub_A_Mumbai,ExpressLine,119.3,1037.07,2024-01-23,2024-01-24,1,1,Saturday,January,2. 100-250km,0.18504292544030082
ORD104602,2024-01-20,Hub_B_Bangalore,ExpressLine,227.1,320.8,2024-01-23,2024-01-23,0,0,Saturday,January,2. 100-250km,0.20922994426693806
ORD105115,2024-01-21,Hub_E_Chennai,SwiftGo,217.7,765.58,2024-01-24,2024-01-24,0,0,Sunday,January,2. 100-250km,0.4052984378278273
ORD107402,2024-01-21,Hub_E_Chennai,ExpressLine,27.7,400.53,2024-01-24,2024-01-24,0,0,Sunday,January,1. Under 100km,0.17797459891918288
ORD106076,2024-01-21,Hub_E_Chennai,QuickDrop,117.6,648.06,2024-01-24,2024-01-23,-1,0,Sunday,January,2. 100-250km,0.21396205495611625
ORD100259,2024-01-21,Hub_E_Chennai,ExpressLine,313.0,110.94,2024-01-24,2024-01-24,0,0,Sunday,January,3. 250-400km,0.22582571956087
ORD104318,2024-01-21,Hub_C_Delhi,SpeedX,211.9,1365.25,2024-01-24,2024-01-26,2,1,Sunday,January,2. 100-250km,0.19983628048146404
ORD105501,2024-01-21,Hub_C_Delhi,SwiftGo,247.2,449.14,2024-01-24,2024-01-24,0,0,Sunday,January,2. 100-250km,0.4499630708138243
ORD107678,2024-01-21,Hub_D_Kolkata,SwiftGo,309.1,423.1,2024-01-24,2024-01-24,0,0,Sunday,January,3. 250-400km,0.6961431784111328
ORD102151,2024-01-21,Hub_D_Kolkata,SpeedX,101.0,566.95,2024-01-24,2024-01-24,0,0,Sunday,January,2. 100-250km,0.36864128826357495
ORD103083,2024-01-21,Hub_A_Mumbai,SpeedX,39.5,465.16,2024-01-24,2024-01-24,0,0,Sunday,January,1. Under 100km,0.1368713613469416
ORD111291,2024-01-21,Hub_B_Bangalore,SpeedX,151.0,520.86,2024-01-24,2024-01-24,0,0,Sunday,January,2. 100-250km,0.15647648815639362
ORD101584,2024-01-21,Hub_B_Bangalore,SpeedX,132.6,121.9,2024-01-24,2024-01-23,-1,0,Sunday,January,2. 100-250km,0.15395563333279566
ORD103023,2024-01-21,Hub_A_Mumbai,SpeedX,71.1,582.19,2024-01-24,2024-01-25,1,1,Sunday,January,1. Under 100km,0.14081892876345223
ORD103244,2024-01-21,Hub_D_Kolkata,ExpressLine,27.3,655.26,2024-01-24,2024-01-24,0,0,Sunday,January,1. Under 100km,0.39804602923344395
ORD102018,2024-01-21,Hub_C_Delhi,QuickDrop,148.4,120.55,2024-01-24,2024-01-23,-1,0,Sunday,January,2. 100-250km,0.24652508899789108
ORD109714,2024-01-21,Hub_A_Mumbai,ExpressLine,74.0,438.13,2024-01-24,2024-01-26,2,1,Sunday,January,1. Under 100km,0.16741881801638514
ORD106736,2024-01-21,Hub_D_Kolkata,ExpressLine,174.4,634.47,2024-01-24,2024-01-24,0,0,Sunday,January,2. 100-250km,0.435384545748837
ORD110335,2024-01-21,Hub_C_Delhi,SpeedX,86.9,142.47,2024-01-24,2024-01-24,0,0,Sunday,January,1. Under 100km,0.17976731588474523
ORD104659,2024-01-21,Hub_C_Delhi,SwiftGo,44.2,578.44,2024-01-24,2024-01-26,2,1,Sunday,January,1. Under 100km,0.3982108800083405
ORD105290,2024-01-21,Hub_C_Delhi,SwiftGo,31.1,1007.88,2024-01-24,2024-01-26,2,1,Sunday,January,1. Under 100km,0.3949354136712237
ORD106938,2024-01-21,Hub_C_Delhi,ExpressLine,150.0,795.95,2024-01-24,2024-01-24,0,0,Sunday,January,2. 100-250km,0.22260462704572836
ORD106151,2024-01-21,Hub_D_Kolkata,SpeedX,38.7,2350.81,2024-01-24,2024-01-28,4,1,Sunday,January,1. Under 100km,0.3536245966859738
ORD104844,2024-01-21,Hub_D_Kolkata,SwiftGo,225.9,791.99,2024-01-24,2024-01-24,0,0,Sunday,January,2. 100-250km,0.6774476542739103
ORD104475,2024-01-21,Hub_E_Chennai,SpeedX,333.2,1137.04,2024-01-24,2024-01-24,0,0,Sunday,January,3. 250-400km,0.19586051718593117
ORD106351,2024-01-21,Hub_D_Kolkata,ExpressLine,40.3,781.69,2024-01-24,2024-01-24,0,0,Sunday,January,1. Under 100km,0.4013050784334701
ORD107468,2024-01-21,Hub_E_Chennai,SpeedX,209.7,1095.91,2024-01-24,2024-01-24,0,0,Sunday,January,2. 100-250km,0.17633046645502173
ORD102656,2024-01-21,Hub_E_Chennai,SpeedX,16.8,247.92,2024-01-24,2024-01-24,0,0,Sunday,January,1. Under 100km,0.1489371027634289
ORD102209,2024-01-21,Hub_E_Chennai,SwiftGo,203.7,903.98,2024-01-24,2024-01-26,2,1,Sunday,January,2. 100-250km,0.4017775764642082
ORD105398,2024-01-21,Hub_C_Delhi,SpeedX,118.6,805.55,2024-01-24,2024-01-24,0,0,Sunday,January,2. 100-250km,0.18470307323535692
ORD100214,2024-01-21,Hub_B_Bangalore,SwiftGo,132.6,211.51,2024-01-24,2024-01-24,0,0,Sunday,January,2. 100-250km,0.36486904847524576
ORD102687,2024-01-21,Hub_E_Chennai,SpeedX,575.6,20.61,2024-01-25,2024-01-25,0,0,Sunday,January,4. Over 400km,0.23883135852286413
ORD102968,2024-01-21,Hub_A_Mumbai,SpeedX,77.1,1046.75,2024-01-24,2024-01-24,0,0,Sunday,January,1. Under 100km,0.14157913321546645
ORD100846,2024-01-21,Hub_E_Chennai,ExpressLine,101.2,347.74,2024-01-24,2024-01-24,0,0,Sunday,January,2. 100-250km,0.18948904381338472
ORD100859,2024-01-21,Hub_A_Mumbai,SpeedX,311.2,124.41,2024-01-24,2024-01-24,0,0,Sunday,January,3. 250-400km,0.17398623468386332
ORD108195,2024-01-22,Hub_A_Mumbai,SwiftGo,211.7,847.09,2024-01-25,2024-01-26,1,1,Monday,January,2. 100-250km,0.31096165644971036
ORD104803,2024-01-22,Hub_B_Bangalore,ExpressLine,82.9,1330.93,2024-01-25,2024-01-24,-1,0,Monday,January,1. Under 100km,0.13728353419668735
ORD107022,2024-01-22,Hub_B_Bangalore,ExpressLine,106.2,1193.31,2024-01-25,2024-01-25,0,0,Monday,January,2. 100-250km,0.14019243327735595
ORD106794,2024-01-22,Hub_E_Chennai,QuickDrop,276.7,74.43,2024-01-25,2024-01-25,0,0,Monday,January,3. 250-400km,0.1948790018135204
ORD109683,2024-01-22,Hub_E_Chennai,SwiftGo,92.2,759.28,2024-01-25,2024-01-25,0,0,Monday,January,1. Under 100km,0.3104087725518698
ORD108237,2024-01-22,Hub_A_Mumbai,SwiftGo,110.6,937.5,2024-01-25,2024-01-27,2,1,Monday,January,2. 100-250km,0.2887912049368578
ORD107584,2024-01-22,Hub_E_Chennai,SwiftGo,114.6,448.28,2024-01-25,2024-01-25,0,0,Monday,January,2. 100-250km,0.31544077726434844
ORD104368,2024-01-22,Hub_A_Mumbai,SpeedX,84.7,811.46,2024-01-25,2024-01-25,0,0,Monday,January,1. Under 100km,0.1112596481943303
ORD101265,2024-01-22,Hub_A_Mumbai,ExpressLine,255.9,1217.87,2024-01-25,2024-01-27,2,1,Monday,January,3. 250-400km,0.1547767790423823
ORD102867,2024-01-22,Hub_A_Mumbai,SwiftGo,158.8,208.89,2024-01-25,2024-01-25,0,0,Monday,January,2. 100-250km,0.29924407288540317
ORD106510,2024-01-22,Hub_C_Delhi,SpeedX,242.4,576.19,2024-01-25,2024-01-25,0,0,Monday,January,2. 100-250km,0.16258844209996887
ORD100706,2024-01-22,Hub_D_Kolkata,SwiftGo,130.9,439.03,2024-01-25,2024-01-25,0,0,Monday,January,2. 100-250km,0.5888375603527493
ORD109733,2024-01-22,Hub_E_Chennai,QuickDrop,328.9,1615.21,2024-01-25,2024-01-25,0,0,Monday,January,3. 250-400km,0.20357924286853812
ORD106266,2024-01-22,Hub_B_Bangalore,QuickDrop,95.6,677.37,2024-01-25,2024-01-26,1,1,Monday,January,1. Under 100km,0.15580524754759514
ORD110212,2024-01-22,Hub_A_Mumbai,SwiftGo,480.5,1660.16,2024-01-26,2024-01-28,2,1,Monday,January,4. Over 400km,0.374075896403701
ORD108762,2024-01-22,Hub_C_Delhi,SpeedX,126.8,1143.94,2024-01-25,2024-01-24,-1,0,Monday,January,2. 100-250km,0.14680552940937783
ORD103621,2024-01-22,Hub_D_Kolkata,SpeedX,345.1,746.28,2024-01-25,2024-01-29,4,1,Monday,January,3. 250-400km,0.3620113733908478
ORD100827,2024-01-22,Hub_C_Delhi,QuickDrop,160.7,442.25,2024-01-25,2024-01-25,0,0,Monday,January,2. 100-250km,0.19972341349651684
ORD104002,2024-01-22,Hub_C_Delhi,ExpressLine,226.8,1904.65,2024-01-25,2024-01-25,0,0,Monday,January,2. 100-250km,0.18939429426105933
ORD109855,2024-01-22,Hub_B_Bangalore,SpeedX,107.6,382.38,2024-01-25,2024-01-25,0,0,Monday,January,2. 100-250km,0.11777486698607119
ORD103772,2024-01-22,Hub_A_Mumbai,SwiftGo,555.6,1145.43,2024-01-26,2024-01-26,0,0,Monday,January,4. Over 400km,0.3926225183287709
ORD104025,2024-01-22,Hub_B_Bangalore,ExpressLine,145.8,83.61,2024-01-25,2024-01-25,0,0,Monday,January,2. 100-250km,0.1452545029398141
ORD100502,2024-01-22,Hub_A_Mumbai,QuickDrop,157.1,246.64,2024-01-25,2024-01-25,0,0,Monday,January,2. 100-250km,0.1589773591660314
ORD108792,2024-01-22,Hub_B_Bangalore,SwiftGo,195.6,119.21,2024-01-25,2024-01-25,0,0,Monday,January,2. 100-250km,0.3160227328569384
ORD109583,2024-01-22,Hub_A_Mumbai,ExpressLine,94.2,208.74,2024-01-25,2024-01-25,0,0,Monday,January,1. Under 100km,0.13393912560629326
ORD108503,2024-01-22,Hub_C_Delhi,ExpressLine,147.8,1575.78,2024-01-25,2024-01-25,0,0,Monday,January,2. 100-250km,0.17704549236695158
ORD101820,2024-01-22,Hub_D_Kolkata,SwiftGo,175.1,310.36,2024-01-25,2024-01-25,0,0,Monday,January,2. 100-250km,0.5999710679444199
ORD109990,2024-01-23,Hub_B_Bangalore,ExpressLine,201.4,1737.78,2024-01-26,2024-01-26,0,0,Tuesday,January,2. 100-250km,0.17214875155780102
ORD108649,2024-01-23,Hub_A_Mumbai,ExpressLine,94.8,437.53,2024-01-26,2024-01-26,0,0,Tuesday,January,1. Under 100km,0.15158865330196947
ORD102637,2024-01-23,Hub_C_Delhi,QuickDrop,174.1,120.65,2024-01-26,2024-01-26,0,0,Tuesday,January,2. 100-250km,0.22613330325754333
